time_key,customer_key,product_key,employee_key,shipper_key,Quantity_detail,UnitPrice_detail,Discount_detail,line_total,order_id,Quantity,Unit Price,Discount,order_date
19.0,33,29,8,3.0,10.0,99.0,0.0,990.0,,,,,
19.0,33,72,8,3.0,4.0,27.8,0.0,111.2,,,,,
20.0,89,33,5,1.0,60.0,2.0,0.050000000745058,113.99999991059305,,,,,
20.0,89,72,5,1.0,20.0,27.8,0.050000000745058,528.1999995857477,,,,,
21.0,87,36,1,1.0,30.0,15.2,0.0,456.0,,,,,
21.0,87,43,1,1.0,25.0,36.8,0.0,920.0,,,,,
21.0,75,33,6,2.0,24.0,2.0,0.0,48.0,,,,,
22.0,65,20,6,2.0,6.0,64.8,0.0,388.8,,,,,
22.0,65,31,6,2.0,40.0,10.0,0.0,400.0,,,,,
22.0,65,72,6,2.0,24.0,27.8,0.0,667.2,,,,,
23.0,63,10,3,3.0,24.0,24.8,0.050000000745058,565.4399995565415,,,,,
23.0,63,31,3,3.0,15.0,10.0,0.050000000745058,142.4999998882413,,,,,
23.0,63,33,3,3.0,20.0,2.0,0.0,40.0,,,,,
23.0,63,40,3,3.0,60.0,14.7,0.050000000745058,837.8999993428588,,,,,
23.0,63,76,3,3.0,33.0,14.4,0.050000000745058,451.4399996459484,,,,,
24.0,85,71,6,1.0,20.0,17.2,0.0,344.0,,,,,
24.0,85,72,6,1.0,7.0,27.8,0.0,194.6,,,,,
25.0,49,24,1,1.0,12.0,3.6,0.050000000745058,41.03999996781349,,,,,
25.0,49,59,1,1.0,6.0,44.0,0.050000000745058,250.79999980330467,,,,,
26.0,80,10,8,3.0,15.0,24.8,0.0,372.0,,,,,
26.0,80,13,8,3.0,10.0,4.8,0.0,48.0,,,,,
27.0,52,28,2,3.0,20.0,36.4,0.0,728.0,,,,,
27.0,52,62,2,3.0,12.0,39.4,0.0,472.8,,,,,
28.0,5,44,8,2.0,16.0,15.5,0.0,248.0,,,,,
28.0,5,59,8,2.0,15.0,44.0,0.0,660.0,,,,,
28.0,5,63,8,2.0,8.0,35.1,0.0,280.8,,,,,
28.0,5,73,8,2.0,25.0,12.0,0.0,300.0,,,,,
29.0,44,17,8,2.0,15.0,31.2,0.25,351.0,,,,,
30.0,5,24,2,1.0,12.0,3.6,0.0,43.2,,,,,
30.0,5,55,2,1.0,20.0,19.2,0.0,384.0,,,,,
30.0,5,75,2,1.0,30.0,6.2,0.0,186.0,,,,,
30.0,69,19,4,1.0,1.0,7.3,0.0,7.3,,,,,
30.0,69,24,4,1.0,6.0,3.6,0.0,21.6,,,,,
30.0,69,35,4,1.0,4.0,14.4,0.0,57.6,,,,,
31.0,69,30,4,1.0,6.0,20.7,0.0,124.2,,,,,
31.0,69,57,4,1.0,2.0,15.6,0.0,31.2,,,,,
32.0,46,15,3,3.0,20.0,12.4,0.0,248.0,,,,,
32.0,46,19,3,3.0,18.0,7.3,0.0,131.4,,,,,
32.0,46,60,3,3.0,35.0,27.2,0.0,952.0,,,,,
32.0,46,72,3,3.0,3.0,27.8,0.0,83.4,,,,,
33.0,44,27,4,1.0,15.0,35.1,0.25,394.875,,,,,
33.0,44,44,4,1.0,21.0,15.5,0.0,325.5,,,,,
33.0,44,60,4,1.0,20.0,27.2,0.25,408.0,,,,,
33.0,44,67,4,1.0,5.0,11.2,0.25,42.0,,,,,
34.0,63,1,1,2.0,45.0,14.4,0.2000000029802322,518.3999980688095,,,,,
34.0,63,40,1,2.0,40.0,14.7,0.2000000029802322,470.3999982476234,,,,,
34.0,63,53,1,2.0,36.0,26.2,0.2000000029802322,754.5599971890449,,,,,
35.0,63,35,8,3.0,100.0,14.4,0.0,1440.0,,,,,
35.0,63,62,8,3.0,40.0,39.4,0.0,1576.0,,,,,
36.0,67,16,8,3.0,40.0,13.9,0.1500000059604644,472.59999668598175,,,,,
36.0,67,34,8,3.0,20.0,11.2,0.0,224.0,,,,,
36.0,67,46,8,3.0,15.0,9.6,0.1500000059604644,122.39999914169312,,,,,
37.0,66,54,4,1.0,10.0,5.9,0.1000000014901161,53.09999991208315,,,,,
37.0,66,68,4,1.0,3.0,10.0,0.1000000014901161,26.99999995529652,,,,,
38.0,11,3,7,3.0,30.0,8.0,0.0,240.0,,,,,
38.0,11,64,7,3.0,9.0,26.6,0.0,239.4,,,,,
39.0,15,5,8,1.0,20.0,17.0,0.0,340.0,,,,,
39.0,15,29,8,1.0,15.0,99.0,0.0,1485.0,,,,,
39.0,15,49,8,1.0,15.0,16.0,0.0,240.0,,,,,
39.0,15,77,8,1.0,10.0,10.4,0.0,104.0,,,,,
39.0,61,13,6,2.0,20.0,4.8,0.1000000014901161,86.39999985694885,,,,,
39.0,61,44,6,2.0,24.0,15.5,0.1000000014901161,334.7999994456768,,,,,
39.0,61,51,6,2.0,2.0,42.4,0.1000000014901161,76.31999987363815,,,,,
40.0,81,20,1,2.0,20.0,64.8,0.0,1296.0,,,,,
41.0,80,18,1,3.0,12.0,50.0,0.0,600.0,,,,,
41.0,80,24,1,3.0,10.0,3.6,0.0,36.0,,,,,
41.0,80,63,1,3.0,5.0,35.1,0.0,175.5,,,,,
41.0,80,75,1,3.0,6.0,6.2,0.0,37.2,,,,,
42.0,65,1,4,2.0,18.0,14.4,0.0,259.2,,,,,
42.0,65,17,4,2.0,15.0,31.2,0.0,468.0,,,,,
42.0,65,43,4,2.0,15.0,36.8,0.0,552.0,,,,,
42.0,65,60,4,2.0,21.0,27.2,0.0,571.1999999999999,,,,,
42.0,65,75,4,2.0,6.0,6.2,0.0,37.2,,,,,
43.0,85,56,2,2.0,4.0,30.4,0.0,121.6,,,,,
44.0,46,11,6,1.0,12.0,16.8,0.0,201.6,,,,,
44.0,46,16,6,1.0,30.0,13.9,0.0,417.0,,,,,
44.0,46,69,6,1.0,15.0,28.8,0.0,432.0,,,,,
45.0,7,39,5,2.0,60.0,14.4,0.0,864.0,,,,,
45.0,7,72,5,2.0,20.0,27.8,0.0,556.0,,,,,
46.0,37,2,6,2.0,40.0,15.2,0.0,608.0,,,,,
46.0,37,36,6,2.0,40.0,15.2,0.25,456.0,,,,,
46.0,37,59,6,2.0,30.0,44.0,0.25,990.0,,,,,
46.0,37,62,6,2.0,15.0,39.4,0.0,591.0,,,,,
47.0,67,19,4,2.0,15.0,7.3,0.0,109.5,,,,,
47.0,67,70,4,2.0,20.0,12.0,0.0,240.0,,,,,
48.0,49,66,2,2.0,30.0,13.6,0.0,408.0,,,,,
48.0,49,68,2,2.0,20.0,10.0,0.0,200.0,,,,,
48.0,86,40,8,2.0,10.0,14.7,0.0,147.0,,,,,
48.0,86,56,8,2.0,20.0,30.4,0.0,608.0,,,,,
49.0,76,17,4,2.0,40.0,31.2,0.0,1248.0,,,,,
49.0,76,28,4,2.0,28.0,36.4,0.0,1019.2,,,,,
49.0,76,43,4,2.0,12.0,36.8,0.0,441.6,,,,,
50.0,30,40,7,2.0,40.0,14.7,0.1000000014901161,529.1999991238117,,,,,
50.0,30,65,7,2.0,30.0,16.8,0.1000000014901161,453.5999992489815,,,,,
50.0,30,68,7,2.0,15.0,10.0,0.1000000014901161,134.99999977648258,,,,,
51.0,80,49,1,2.0,30.0,16.0,0.0,480.0,,,,,
51.0,80,59,1,2.0,10.0,44.0,0.0,440.0,,,,,
51.0,80,71,1,2.0,2.0,17.2,0.0,34.4,,,,,
52.0,55,18,8,3.0,25.0,50.0,0.1000000014901161,1124.9999981373549,,,,,
52.0,55,29,8,3.0,25.0,99.0,0.1000000014901161,2227.4999963119626,,,,,
52.0,55,39,8,3.0,30.0,14.4,0.1000000014901161,388.7999993562698,,,,,
53.0,69,30,1,3.0,10.0,20.7,0.0,207.0,,,,,
53.0,69,53,1,3.0,10.0,26.2,0.0,262.0,,,,,
53.0,69,54,1,3.0,5.0,5.9,0.0,29.5,,,,,
54.0,48,62,2,2.0,10.0,39.4,0.0,394.0,,,,,
54.0,48,68,2,2.0,3.0,10.0,0.0,30.0,,,,,
55.0,2,69,7,3.0,1.0,28.8,0.0,28.8,,,,,
55.0,2,70,7,3.0,5.0,12.0,0.0,60.0,,,,,
56.0,37,4,3,1.0,20.0,17.6,0.0,352.0,,,,,
56.0,37,6,3,1.0,30.0,20.0,0.0,600.0,,,,,
56.0,37,42,3,1.0,2.0,11.2,0.0,22.4,,,,,
56.0,37,43,3,1.0,20.0,36.8,0.0,736.0,,,,,
56.0,37,71,3,1.0,3.0,17.2,0.0,51.6,,,,,
57.0,77,16,8,2.0,10.0,13.9,0.0,139.0,,,,,
57.0,77,62,8,2.0,5.0,39.4,0.0,197.0,,,,,
57.0,18,42,1,3.0,6.0,11.2,0.0,67.19999999999999,,,,,
57.0,18,69,1,3.0,7.0,28.8,0.0,201.6,,,,,
58.0,86,28,2,2.0,4.0,36.4,0.0,145.6,,,,,
58.0,86,43,2,2.0,24.0,36.8,0.0,883.1999999999999,,,,,
58.0,86,53,2,2.0,20.0,26.2,0.0,524.0,,,,,
58.0,86,75,2,2.0,10.0,6.2,0.0,62.0,,,,,
59.0,63,36,2,2.0,12.0,15.2,0.0,182.4,,,,,
60.0,65,32,1,2.0,40.0,25.6,0.1000000014901161,921.5999984741212,,,,,
60.0,65,58,1,2.0,30.0,10.6,0.1000000014901161,286.1999995261431,,,,,
60.0,65,62,1,2.0,25.0,39.4,0.1000000014901161,886.4999985322356,,,,,
61.0,38,34,4,2.0,14.0,11.2,0.0,156.79999999999998,,,,,
61.0,38,70,4,2.0,30.0,12.0,0.0,360.0,,,,,
62.0,65,41,1,3.0,10.0,7.7,0.0,77.0,,,,,
62.0,65,62,1,3.0,70.0,39.4,0.0,2758.0,,,,,
63.0,48,1,6,1.0,20.0,14.4,0.0,288.0,,,,,
64.0,38,41,8,2.0,20.0,7.7,0.0,154.0,,,,,
64.0,38,76,8,2.0,6.0,14.4,0.0,86.4,,,,,
65.0,80,17,7,3.0,8.0,31.2,0.0,249.6,,,,,
65.0,80,28,7,3.0,14.0,36.4,0.0,509.6,,,,,
65.0,80,76,7,3.0,30.0,14.4,0.0,432.0,,,,,
66.0,87,71,5,3.0,30.0,17.2,0.0,516.0,,,,,
66.0,38,35,3,2.0,10.0,14.4,0.0,144.0,,,,,
67.0,58,52,7,3.0,20.0,5.6,0.0,112.0,,,,,
68.0,39,15,4,1.0,5.0,12.4,0.0,62.0,,,,,
68.0,39,25,4,1.0,4.0,11.2,0.0,44.8,,,,,
68.0,39,39,4,1.0,4.0,14.4,0.0,57.6,,,,,
69.0,71,16,9,1.0,21.0,13.9,0.1500000059604644,248.11499826014045,,,,,
69.0,71,35,9,1.0,70.0,14.4,0.1500000059604644,856.7999939918518,,,,,
69.0,71,46,9,1.0,30.0,9.6,0.0,288.0,,,,,
69.0,71,59,9,1.0,40.0,44.0,0.1500000059604644,1495.9999895095823,,,,,
69.0,71,63,9,1.0,80.0,35.1,0.1500000059604644,2386.799983263016,,,,,
70.0,39,6,1,3.0,6.0,20.0,0.0,120.0,,,,,
70.0,39,13,1,3.0,12.0,4.8,0.0,57.6,,,,,
70.0,39,14,1,3.0,9.0,18.6,0.0,167.4,,,,,
70.0,39,31,1,3.0,4.0,10.0,0.0,40.0,,,,,
70.0,39,72,1,3.0,40.0,27.8,0.0,1112.0,,,,,
71.0,8,4,4,2.0,24.0,17.6,0.0,422.4,,,,,
71.0,8,57,4,2.0,16.0,15.6,0.0,249.6,,,,,
71.0,8,75,4,2.0,50.0,6.2,0.0,310.0,,,,,
72.0,24,2,2,1.0,25.0,15.2,0.2000000029802322,303.9999988675117,,,,,
72.0,24,11,2,1.0,50.0,16.8,0.2000000029802322,671.9999974966049,,,,,
72.0,24,30,2,1.0,35.0,20.7,0.2000000029802322,579.5999978408217,,,,,
72.0,24,58,2,1.0,30.0,10.6,0.2000000029802322,254.39999905228612,,,,,
73.0,28,59,4,3.0,9.0,44.0,0.0,396.0,,,,,
73.0,28,65,4,3.0,40.0,16.8,0.0,672.0,,,,,
73.0,28,68,4,3.0,10.0,10.0,0.0,100.0,,,,,
74.0,75,19,4,2.0,10.0,7.3,0.050000000745058,69.34999994561076,,,,,
74.0,75,30,4,2.0,8.0,20.7,0.050000000745058,157.31999987661837,,,,,
74.0,75,38,4,2.0,20.0,210.8,0.050000000745058,4005.199996858835,,,,,
74.0,75,56,4,2.0,12.0,30.4,0.050000000745058,346.5599997282028,,,,,
75.0,46,26,3,1.0,50.0,24.9,0.1500000059604644,1058.2499925792215,,,,,
75.0,46,72,3,1.0,25.0,27.8,0.1500000059604644,590.7499958574772,,,,,
75.0,9,54,9,1.0,15.0,5.9,0.0,88.5,,,,,
76.0,51,18,3,2.0,40.0,50.0,0.2000000029802322,1599.9999940395355,,,,,
76.0,51,42,3,2.0,10.0,11.2,0.2000000029802322,89.59999966621399,,,,,
76.0,51,47,3,2.0,16.0,7.6,0.2000000029802322,97.27999963760377,,,,,
77.0,87,14,5,3.0,10.0,18.6,0.0,186.0,,,,,
77.0,87,21,5,3.0,10.0,8.0,0.1000000014901161,71.99999988079071,,,,,
77.0,87,71,5,3.0,40.0,17.2,0.1000000014901161,619.1999989748001,,,,,
78.0,84,52,8,2.0,8.0,5.6,0.0,44.8,,,,,
78.0,84,68,8,2.0,10.0,10.0,0.0,100.0,,,,,
79.0,37,2,7,2.0,7.0,15.2,0.2000000029802322,85.11999968290328,,,,,
79.0,37,31,7,2.0,25.0,10.0,0.2000000029802322,199.99999925494197,,,,,
79.0,37,32,7,2.0,6.0,25.6,0.2000000029802322,122.87999954223636,,,,,
79.0,37,51,7,2.0,48.0,42.4,0.2000000029802322,1628.1599939346313,,,,,
80.0,60,4,7,2.0,18.0,17.6,0.1000000014901161,285.1199995279312,,,,,
81.0,25,23,4,3.0,40.0,7.2,0.0,288.0,,,,,
81.0,25,26,4,3.0,24.0,24.9,0.0,597.5999999999999,,,,,
81.0,25,36,4,3.0,20.0,15.2,0.0,304.0,,,,,
81.0,25,37,4,3.0,28.0,20.8,0.0,582.4,,,,,
81.0,25,72,4,3.0,25.0,27.8,0.0,695.0,,,,,
82.0,55,17,4,3.0,20.0,31.2,0.0,624.0,,,,,
82.0,55,30,4,3.0,15.0,20.7,0.0,310.5,,,,,
83.0,51,4,2,2.0,10.0,17.6,0.0,176.0,,,,,
83.0,51,17,2,2.0,70.0,31.2,0.050000000745058,2074.799998372793,,,,,
83.0,51,62,2,2.0,28.0,39.4,0.0,1103.2,,,,,
84.0,9,18,1,3.0,20.0,50.0,0.050000000745058,949.999999254942,,,,,
84.0,9,41,1,3.0,12.0,7.7,0.050000000745058,87.77999993115664,,,,,
84.0,9,43,1,3.0,40.0,36.8,0.050000000745058,1398.3999989032743,,,,,
84.0,73,33,7,3.0,8.0,2.0,0.0,16.0,,,,,
84.0,73,59,7,3.0,9.0,44.0,0.1500000059604644,336.59999763965607,,,,,
85.0,25,2,4,2.0,24.0,15.2,0.2000000029802322,291.83999891281127,,,,,
85.0,25,31,4,2.0,56.0,10.0,0.2000000029802322,447.99999833107,,,,,
85.0,25,36,4,2.0,40.0,15.2,0.2000000029802322,486.3999981880188,,,,,
85.0,25,55,4,2.0,40.0,19.2,0.2000000029802322,614.3999977111816,,,,,
86.0,44,64,4,1.0,50.0,26.6,0.0,1330.0,,,,,
86.0,44,68,4,1.0,4.0,10.0,0.050000000745058,37.99999997019768,,,,,
86.0,44,76,4,1.0,15.0,14.4,0.0,216.0,,,,,
87.0,89,4,4,2.0,35.0,17.6,0.0,616.0,,,,,
87.0,89,8,4,2.0,70.0,32.0,0.25,1680.0,,,,,
88.0,63,8,2,2.0,70.0,32.0,0.0,2240.0,,,,,
88.0,63,19,2,2.0,80.0,7.3,0.0,584.0,,,,,
88.0,63,42,2,2.0,9.0,11.2,0.0,100.8,,,,,
89.0,65,17,3,3.0,36.0,31.2,0.1000000014901161,1010.8799983263016,,,,,
89.0,65,56,3,3.0,20.0,30.4,0.0,608.0,,,,,
90.0,21,25,4,3.0,10.0,11.2,0.0,112.0,,,,,
90.0,21,39,4,3.0,50.0,14.4,0.1500000059604644,611.9999957084656,,,,,
90.0,21,40,4,3.0,4.0,14.7,0.0,58.8,,,,,
90.0,21,75,4,3.0,6.0,6.2,0.1500000059604644,31.619999778270724,,,,,
91.0,86,1,4,2.0,15.0,14.4,0.1500000059604644,183.59999871253967,,,,,
91.0,86,23,4,2.0,25.0,7.2,0.0,180.0,,,,,
92.0,75,54,7,1.0,24.0,5.9,0.0,141.60000000000002,,,,,
93.0,41,50,6,2.0,15.0,13.0,0.1000000014901161,175.49999970942736,,,,,
93.0,41,69,6,2.0,18.0,28.8,0.1000000014901161,466.5599992275238,,,,,
93.0,20,38,1,1.0,20.0,210.8,0.050000000745058,4005.199996858835,,,,,
93.0,20,41,1,1.0,13.0,7.7,0.0,100.1,,,,,
93.0,20,44,1,1.0,77.0,15.5,0.050000000745058,1133.8249991107732,,,,,
93.0,20,65,1,1.0,10.0,16.8,0.050000000745058,159.59999987483025,,,,,
94.0,28,24,3,3.0,10.0,3.6,0.0,36.0,,,,,
94.0,28,54,3,3.0,20.0,5.9,0.1500000059604644,100.2999992966652,,,,,
95.0,59,11,7,3.0,12.0,16.8,0.2000000029802322,161.2799993991852,,,,,
95.0,59,38,7,3.0,50.0,210.8,0.2000000029802322,8431.999968588352,,,,,
96.0,58,1,8,3.0,12.0,14.4,0.0,172.8,,,,,
96.0,58,29,8,3.0,4.0,99.0,0.0,396.0,,,,,
97.0,4,24,6,1.0,25.0,3.6,0.0,90.0,,,,,
97.0,4,57,6,1.0,25.0,15.6,0.0,390.0,,,,,
98.0,86,31,6,2.0,30.0,10.0,0.0,300.0,,,,,
98.0,86,55,6,2.0,12.0,19.2,0.0,230.4,,,,,
98.0,86,69,6,2.0,20.0,28.8,0.0,576.0,,,,,
99.0,46,10,1,3.0,30.0,24.8,0.2000000029802322,595.1999977827072,,,,,
99.0,46,26,1,3.0,16.0,24.9,0.0,398.4,,,,,
99.0,46,60,1,3.0,8.0,27.2,0.2000000029802322,174.07999935150147,,,,,
100.0,41,24,5,1.0,10.0,3.6,0.050000000745058,34.19999997317791,,,,,
100.0,41,34,5,1.0,10.0,11.2,0.050000000745058,106.3999999165535,,,,,
100.0,41,36,5,1.0,20.0,15.2,0.050000000745058,288.79999977350235,,,,,
101.0,72,16,5,3.0,56.0,13.9,0.050000000745058,739.4799994200467,,,,,
101.0,72,31,5,3.0,70.0,10.0,0.050000000745058,664.9999994784594,,,,,
101.0,72,60,5,3.0,80.0,27.2,0.050000000745058,2067.1999983787537,,,,,
102.0,7,28,4,3.0,30.0,36.4,0.0,1092.0,,,,,
102.0,7,29,4,3.0,35.0,99.0,0.0,3465.0,,,,,
102.0,7,38,4,3.0,10.0,210.8,0.0,2108.0,,,,,
102.0,7,49,4,3.0,35.0,16.0,0.0,560.0,,,,,
102.0,7,54,4,3.0,28.0,5.9,0.0,165.20000000000002,,,,,
102.0,63,39,1,2.0,54.0,14.4,0.1000000014901161,699.8399988412857,,,,,
102.0,63,60,1,2.0,55.0,27.2,0.1000000014901161,1346.3999977707865,,,,,
103.0,9,25,3,1.0,50.0,11.2,0.0,560.0,,,,,
103.0,9,51,3,1.0,20.0,42.4,0.0,848.0,,,,,
103.0,9,54,3,1.0,24.0,5.9,0.0,141.60000000000002,,,,,
104.0,17,31,4,3.0,20.0,10.0,0.0,200.0,,,,,
104.0,17,75,4,3.0,12.0,6.2,0.0,74.4,,,,,
104.0,17,76,4,3.0,12.0,14.4,0.0,172.8,,,,,
104.0,19,69,1,1.0,30.0,28.8,0.0,864.0,,,,,
104.0,19,71,1,1.0,5.0,17.2,0.0,86.0,,,,,
105.0,3,11,3,2.0,24.0,16.8,0.0,403.2000000000001,,,,,
106.0,29,65,8,2.0,5.0,16.8,0.0,84.0,,,,,
106.0,29,77,8,2.0,5.0,10.4,0.0,52.0,,,,,
106.0,83,34,7,3.0,36.0,11.2,0.0,403.2,,,,,
106.0,83,54,7,3.0,18.0,5.9,0.0,106.2,,,,,
106.0,83,65,7,3.0,15.0,16.8,0.0,252.0,,,,,
106.0,83,77,7,3.0,7.0,10.4,0.0,72.8,,,,,
107.0,20,21,2,2.0,5.0,8.0,0.1000000014901161,35.999999940395355,,,,,
107.0,20,28,2,2.0,13.0,36.4,0.1000000014901161,425.87999929487705,,,,,
107.0,20,57,2,2.0,25.0,15.6,0.0,390.0,,,,,
107.0,20,64,2,2.0,35.0,26.6,0.1000000014901161,837.8999986127019,,,,,
108.0,75,29,8,2.0,20.0,99.0,0.0,1980.0,,,,,
108.0,75,56,8,2.0,18.0,30.4,0.25,410.4,,,,,
109.0,14,1,6,2.0,15.0,14.4,0.1500000059604644,183.59999871253967,,,,,
109.0,14,64,6,2.0,30.0,26.6,0.0,798.0,,,,,
109.0,14,74,6,2.0,20.0,8.0,0.1500000059604644,135.99999904632568,,,,,
109.0,41,36,1,1.0,6.0,15.2,0.2000000029802322,72.95999972820282,,,,,
110.0,62,20,5,2.0,12.0,64.8,0.25,583.1999999999999,,,,,
110.0,62,38,5,2.0,40.0,210.8,0.25,6324.0,,,,,
110.0,62,60,5,2.0,70.0,27.2,0.25,1428.0,,,,,
110.0,62,72,5,2.0,42.0,27.8,0.25,875.7,,,,,
111.0,37,58,4,3.0,80.0,10.6,0.2000000029802322,678.3999974727631,,,,,
111.0,37,71,4,3.0,50.0,17.2,0.2000000029802322,687.9999974370003,,,,,
111.0,91,31,1,3.0,30.0,10.0,0.0,300.0,,,,,
111.0,91,58,1,3.0,15.0,10.6,0.0,159.0,,,,,
112.0,36,14,3,2.0,15.0,18.6,0.0,279.0,,,,,
112.0,36,54,3,2.0,10.0,5.9,0.0,59.0,,,,,
113.0,51,31,1,2.0,42.0,10.0,0.050000000745058,398.9999996870756,,,,,
113.0,72,28,1,3.0,20.0,36.4,0.1500000059604644,618.7999956607819,,,,,
113.0,72,39,1,3.0,20.0,14.4,0.1500000059604644,244.79999828338623,,,,,
114.0,24,71,5,3.0,6.0,17.2,0.0,103.2,,,,,
115.0,61,41,2,1.0,8.0,7.7,0.1000000014901161,55.43999990820885,,,,,
115.0,61,63,2,1.0,16.0,35.1,0.1000000014901161,505.4399991631508,,,,,
115.0,61,65,2,1.0,20.0,16.8,0.1000000014901161,302.399999499321,,,,,
116.0,37,30,8,3.0,18.0,20.7,0.1000000014901161,335.3399994447827,,,,,
116.0,37,53,8,3.0,20.0,26.2,0.1000000014901161,471.5999992191792,,,,,
116.0,37,60,8,3.0,6.0,27.2,0.1000000014901161,146.87999975681305,,,,,
116.0,37,70,8,3.0,30.0,12.0,0.0,360.0,,,,,
116.0,46,74,3,3.0,14.0,8.0,0.0,112.0,,,,,
117.0,20,5,4,1.0,32.0,17.0,0.0,544.0,,,,,
117.0,20,18,4,1.0,9.0,50.0,0.0,450.0,,,,,
117.0,20,29,4,1.0,14.0,99.0,0.0,1386.0,,,,,
117.0,20,33,4,1.0,60.0,2.0,0.0,120.0,,,,,
117.0,20,74,4,1.0,50.0,8.0,0.0,400.0,,,,,
118.0,4,13,8,3.0,20.0,4.8,0.0,96.0,,,,,
118.0,4,50,8,3.0,15.0,13.0,0.0,195.0,,,,,
118.0,4,56,8,3.0,20.0,30.4,0.0,608.0,,,,,
118.0,5,20,3,3.0,28.0,64.8,0.0,1814.4,,,,,
118.0,5,60,3,3.0,15.0,27.2,0.0,408.0,,,,,
119.0,75,7,1,2.0,10.0,24.0,0.2000000029802322,191.99999928474423,,,,,
119.0,75,60,1,2.0,20.0,27.2,0.2000000029802322,435.19999837875366,,,,,
